Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Sesong;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;11966;11127;12805;100;92;92;0;14;99,9;Totalt i retning RITØ;10923;1029;319;480;159;71;69;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;11517;10713;12321;100;92;92;0;2;100;Totalt i retning Breivikatunnelen;10411;1104;460;449;150;46;44;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-03-01T00:00+01:00;2019-06-01T00:00+02:00;2019;Vår;23483;21841;25125;100;92;92;0;16;99,9;Totalt;21334;2134;779;929;309;117;113;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;2539;2327;2751;100;92;92;0;0;100;1;2442;96;42;46;4;4;4;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;4587;4293;4881;100;92;92;0;1;100;2;4212;374;111;199;46;17;16;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;8912;8351;9473;100;92;92;0;3;100;3;7759;1150;329;530;208;83;81;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;6368;5928;6808;100;92;92;0;2;100;4;5471;895;371;337;144;44;43;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;11452;10687;12217;100;92;92;0;4;100;Totalt i retning RITØ;10202;1247;371;576;213;88;85;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;10955;10224;11686;100;92;92;0;3;100;Totalt i retning Breivikatunnelen;9684;1269;482;536;190;61;59;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-06-01T00:00+02:00;2019-09-01T00:00+02:00;2019;Sommer;22407;20912;23902;100;92;92;0;7;100;Totalt;19885;2515;853;1111;403;148;144;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;3236;3008;3464;91,2;91;83;2;1;100;1;3114;121;59;49;7;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;5052;4770;5334;91,2;91;83;2;0;100;2;4723;329;103;163;48;16;15;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;9495;8943;10047;91,2;91;83;2;6;99,9;3;8322;1166;366;460;261;80;77;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;7134;6678;7590;91,2;91;83;2;0;100;4;6198;936;400;325;171;40;39;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;12731;11956;13506;91,2;91;83;2;7;99,9;Totalt i retning RITØ;11436;1287;424;508;267;87;84;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;12187;11455;12919;91,2;91;83;2;2;100;Totalt i retning Breivikatunnelen;10921;1265;503;488;218;56;54;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-09-01T00:00+02:00;2019-12-01T00:00+01:00;2019;Høst;24917;23411;26423;91,2;91;83;2;8;100;Totalt;22357;2552;927;996;486;143;138;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;3009;2782;3236;100;91;91;0;1;100;1;2905;103;52;37;6;8;8;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;4580;4310;4850;100;91;91;0;0;100;2;4330;250;82;112;46;9;9;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;8419;7895;8943;100;91;91;0;4;100;3;7472;944;311;329;248;55;53;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;6400;5959;6841;100;91;91;0;1;100;4;5620;780;332;251;166;31;29;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;11428;10681;12175;100;91;91;0;5;100;Totalt i retning RITØ;10376;1046;364;366;254;64;61;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;10980;10275;11685;100;91;91;0;1;100;Totalt i retning Breivikatunnelen;9950;1029;413;364;212;40;38;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2019-12-01T00:00+01:00;2020-03-01T00:00+01:00;2020;Vinter;22408;20957;23859;100;91;91;0;6;100;Totalt;20326;2076;777;730;466;104;99;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;2150;1965;2335;100;92;92;0;0;100;1;2069;81;38;32;4;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;3918;3625;4211;100;92;92;0;1;100;2;3664;253;75;125;38;14;14;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;7539;6983;8095;100;92;92;0;2;100;3;6662;875;278;345;191;62;60;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;5442;5020;5864;100;92;92;0;1;100;4;4734;708;305;248;126;28;27;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;9689;8953;10425;100;92;92;0;2;100;Totalt i retning RITØ;8731;956;316;377;195;68;66;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;9360;8648;10072;100;92;92;0;1;100;Totalt i retning Breivikatunnelen;8398;961;380;374;164;43;42;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-03-01T00:00+01:00;2020-06-01T00:00+02:00;2020;Vår;19050;17602;20498;100;92;92;0;4;100;Totalt;17129;1917;696;751;359;111;108;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;2542;2340;2744;100;92;92;0;1;100;1;2436;105;45;50;4;6;5;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;4734;4434;5034;100;92;92;0;1;100;2;4345;387;113;202;51;22;21;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;8627;8073;9181;100;92;92;0;2;100;3;7513;1112;333;506;196;77;74;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;6032;5603;6461;100;92;92;0;1;100;4;5182;849;363;331;122;34;33;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;11169;10416;11922;100;92;92;0;3;100;Totalt i retning RITØ;9949;1218;379;556;200;82;79;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;10767;10040;11494;100;92;92;0;3;100;Totalt i retning Breivikatunnelen;9527;1236;475;533;173;56;54;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-06-01T00:00+02:00;2020-09-01T00:00+02:00;2020;Sommer;21936;20457;23415;100;92;92;0;6;100;Totalt;19476;2454;854;1089;373;138;133;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;3051;2832;3270;100;91;91;0;1;100;1;2928;122;60;50;6;7;7;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;5088;4792;5384;100;91;91;0;2;100;2;4707;379;119;185;54;21;21;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;9256;8701;9811;100;91;91;0;4;100;3;8052;1200;390;488;237;85;82;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;6741;6302;7180;100;91;91;0;2;100;4;5821;918;407;327;146;37;36;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;12307;11535;13079;100;91;91;0;5;100;Totalt i retning RITØ;10980;1322;450;538;243;91;88;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;11829;11096;12562;100;91;91;0;4;100;Totalt i retning Breivikatunnelen;10528;1297;526;512;201;59;57;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-09-01T00:00+02:00;2020-12-01T00:00+01:00;2020;Høst;24136;22632;25640;100;91;91;0;9;100;Totalt;21509;2618;975;1050;443;150;145;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;2683;2462;2904;100;90;90;0;1;100;1;2594;88;51;28;3;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;4514;4213;4815;100;90;90;0;1;100;2;4253;260;88;116;40;15;15;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;8143;7589;8697;100;90;90;0;3;100;3;7209;931;345;327;192;65;63;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;5964;5522;6406;100;90;90;0;0;100;4;5266;698;329;220;119;30;28;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;10826;10054;11598;100;90;90;0;4;100;Totalt i retning RITØ;9803;1019;396;356;195;72;69;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;10478;9741;11215;100;90;90;0;2;100;Totalt i retning Breivikatunnelen;9519;957;417;336;159;45;43;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;21303;19794;22812;100;90;90;0;5;100;Totalt;19322;1976;813;692;355;117;112;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;2755;2526;2984;100;92;92;0;0;100;1;2659;96;51;35;4;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;4672;4354;4990;100;92;92;0;0;100;2;4379;293;94;137;45;17;17;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;8528;7943;9113;100;92;92;0;4;100;3;7554;970;334;379;187;70;67;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;6251;5790;6712;100;92;92;0;1;100;4;5500;750;353;256;111;29;28;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;11283;10473;12093;100;92;92;0;4;100;Totalt i retning RITØ;10212;1066;385;414;191;76;73;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;10923;10147;11699;100;92;92;0;1;100;Totalt i retning Breivikatunnelen;9879;1043;447;393;156;47;45;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;22206;20620;23792;100;92;92;0;5;100;Totalt;20091;2109;832;807;347;123;118;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;3179;2320;4038;8,7;92;8;84;1;100;1;3070;108;39;50;13;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;4676;4396;4956;100;92;92;0;0;100;2;4299;377;123;187;46;21;20;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;8504;7972;9036;100;92;92;0;2;100;3;7486;1016;314;455;174;73;70;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;5910;5501;6319;100;92;92;0;1;100;4;5116;793;361;296;101;34;33;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;12743;9623;15863;8,7;92;8;84;3;100;Totalt i retning RITØ;11502;1238;368;551;242;77;73;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;10587;9900;11274;100;92;92;0;2;100;Totalt i retning Breivikatunnelen;9416;1169;485;483;147;55;53;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;24945;18841;31049;8,7;92;8;84;4;100;Totalt;22369;2572;922;1074;442;134;128;6
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;2948;2749;3147;98,9;91;90;1;1;100;1;2857;90;40;38;5;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;5053;4771;5335;98,9;91;90;1;2;100;2;4699;352;109;165;59;17;17;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;9198;8667;9729;98,9;91;90;1;4;100;3;8139;1055;323;430;221;81;77;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;6689;6271;7107;98,9;91;90;1;1;100;4;5815;872;415;294;129;34;33;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;12146;11418;12874;98,9;91;90;1;5;100;Totalt i retning RITØ;10996;1145;364;467;226;87;83;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;11742;11046;12438;98,9;91;90;1;4;100;Totalt i retning Breivikatunnelen;10514;1224;524;459;188;52;50;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;23888;22465;25311;98,9;91;90;1;9;100;Totalt;21510;2368;888;927;414;139;133;6
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;2605;2412;2798;100;90;90;0;0;100;1;2538;67;30;25;4;7;6;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;4394;4127;4661;100;90;90;0;1;100;2;4152;241;77;113;45;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;8183;7666;8700;100;90;90;0;2;100;3;7269;912;288;344;221;59;57;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;6058;5647;6469;100;90;90;0;0;100;4;5274;784;364;251;142;28;26;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;10789;10081;11497;100;90;90;0;3;100;Totalt i retning RITØ;9807;979;318;370;225;66;63;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;10452;9781;11123;100;90;90;0;1;100;Totalt i retning Breivikatunnelen;9426;1025;440;364;187;33;31;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;21240;19861;22619;100;90;90;0;3;100;Totalt;19233;2004;759;733;413;99;94;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;2657;2452;2862;100;92;92;0;0;100;1;2586;71;29;30;5;7;6;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;4761;4459;5063;100;92;92;0;1;100;2;4461;299;83;134;74;8;8;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;8838;8265;9411;100;92;92;0;4;100;3;7867;967;297;346;253;71;69;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;6405;5957;6853;100;92;92;0;1;100;4;5591;813;395;244;145;29;28;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;11495;10719;12271;100;92;92;0;3;100;Totalt i retning RITØ;10453;1038;326;376;258;78;75;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;11165;10418;11912;100;92;92;0;1;100;Totalt i retning Breivikatunnelen;10052;1112;477;378;219;38;37;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;22660;21138;24182;100;92;92;0;4;100;Totalt;20505;2151;803;755;477;116;112;4
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;2408;2214;2602;100;92;92;0;0;100;1;2324;84;29;42;7;6;5;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;4566;4268;4864;100;92;92;0;0;100;2;4222;344;100;178;54;12;12;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;8295;7755;8835;100;92;92;0;2;100;3;7246;1047;325;436;216;70;67;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;5850;5431;6269;100;92;92;0;1;100;4;4983;866;412;289;133;32;31;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;10704;9975;11433;100;92;92;0;3;100;Totalt i retning RITØ;9569;1132;355;478;224;75;72;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;10416;9718;11114;100;92;92;0;2;100;Totalt i retning Breivikatunnelen;9205;1210;512;467;187;44;43;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;21120;19694;22546;100;92;92;0;4;100;Totalt;18774;2341;866;945;411;120;115;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;2799;2621;2977;100;91;91;0;0;100;1;2708;91;34;43;7;7;7;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;5031;4753;5309;100;91;91;0;3;99,9;2;4684;344;101;171;61;11;11;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;9069;8552;9586;100;91;91;0;2;100;3;7997;1070;331;420;246;72;69;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;6494;6096;6892;100;91;91;0;1;100;4;5591;902;439;283;150;30;29;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;11869;11176;12562;100;91;91;0;3;100;Totalt i retning RITØ;10705;1161;365;463;253;79;76;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;11524;10853;12195;100;91;91;0;3;100;Totalt i retning Breivikatunnelen;10275;1246;540;453;211;41;40;1
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;23393;22029;24757;100;91;91;0;6;100;Totalt;20980;2407;905;917;465;121;116;5
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;2288;2127;2449;100;90;90;0;0;100;1;2225;63;27;25;4;6;6;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;4147;3901;4393;100;90;90;0;0;100;2;3920;226;68;106;47;5;5;0
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;7653;7177;8129;100;90;90;0;2;100;3;6756;895;290;314;234;57;55;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;5617;5237;5997;100;90;90;0;1;100;4;4828;789;366;241;153;28;26;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;9942;9309;10575;100;90;90;0;3;100;Totalt i retning RITØ;8981;958;318;339;238;64;61;3
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;9764;9144;10384;100;90;90;0;1;100;Totalt i retning Breivikatunnelen;8748;1015;435;347;200;33;31;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;19705;18453;20957;100;90;90;0;3;100;Totalt;17729;1973;753;686;438;97;92;5
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2012-12-01T00:00+01:00;2013-03-01T00:00+01:00;2013;Vinter;6271;-;-;-;-;-;-;-;-;1;6008;263;93;112;48;10;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2012-12-01T00:00+01:00;2013-03-01T00:00+01:00;2013;Vinter;6194;-;-;-;-;-;-;-;-;2;5986;208;92;93;12;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2012-12-01T00:00+01:00;2013-03-01T00:00+01:00;2013;Vinter;6271;-;-;-;-;-;-;-;-;Totalt i retning Larseng;6008;263;93;112;48;10;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2012-12-01T00:00+01:00;2013-03-01T00:00+01:00;2013;Vinter;6194;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;5986;208;92;93;12;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2012-12-01T00:00+01:00;2013-03-01T00:00+01:00;2013;Vinter;12465;-;-;-;-;-;-;-;-;Totalt;11994;471;185;205;60;21;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-03-01T00:00+01:00;2013-06-01T00:00+02:00;2013;Vår;6447;-;-;-;-;-;-;-;-;1;6152;295;103;133;49;10;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-03-01T00:00+01:00;2013-06-01T00:00+02:00;2013;Vår;6194;-;-;-;-;-;-;-;-;2;5959;235;103;109;12;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-03-01T00:00+01:00;2013-06-01T00:00+02:00;2013;Vår;6447;-;-;-;-;-;-;-;-;Totalt i retning Larseng;6152;295;103;133;49;10;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-03-01T00:00+01:00;2013-06-01T00:00+02:00;2013;Vår;6194;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;5959;235;103;109;12;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-03-01T00:00+01:00;2013-06-01T00:00+02:00;2013;Vår;12641;-;-;-;-;-;-;-;-;Totalt;12111;530;206;242;61;21;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-06-01T00:00+02:00;2013-09-01T00:00+02:00;2013;Sommer;6805;-;-;-;-;-;-;-;-;1;6464;341;113;167;51;10;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-06-01T00:00+02:00;2013-09-01T00:00+02:00;2013;Sommer;6461;-;-;-;-;-;-;-;-;2;6185;276;118;134;13;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-06-01T00:00+02:00;2013-09-01T00:00+02:00;2013;Sommer;6805;-;-;-;-;-;-;-;-;Totalt i retning Larseng;6464;341;113;167;51;10;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-06-01T00:00+02:00;2013-09-01T00:00+02:00;2013;Sommer;6461;-;-;-;-;-;-;-;-;Totalt i retning Tromsø;6185;276;118;134;13;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-06-01T00:00+02:00;2013-09-01T00:00+02:00;2013;Sommer;13266;-;-;-;-;-;-;-;-;Totalt;12649;617;231;301;64;21;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-09-01T00:00+02:00;2013-12-01T00:00+01:00;2013;Høst;6705;-;-;-;-;-;-;-;-;1;6382;323;116;142;54;11;-;-
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2013-09-01T00:00+02:00;2013-12-01T00:00+01:00;2013;Høst;6470;-;-;-;-;-;-;-;-;2;6211;259;116;119;12;12;-;-
